yourlist:M201909045C475328CEF75220C360D524E9D456CE3FF4D7X	Entry	Entry name	Protein names	Gene names	Organism	Taxonomic lineage (ORDER)
YP_009292726.1	A0A1B2IBE8	A0A1B2IBE8_9CAUD	Uncharacterized protein	CHRISDB_37	Erwinia phage vB_EamM_ChrisDB	Caudovirales
YP_009292104.1	A0A1B2IAQ6	A0A1B2IAQ6_9CAUD	Uncharacterized protein	CAITLIN_31	Erwinia phage vB_EamM_Caitlin	Caudovirales
YP_009278638.1	A0A1B2IDV6	A0A1B2IDV6_9CAUD	Uncharacterized protein	KWAN_33	Erwinia phage vB_EamM_Kwan	Caudovirales
YP_009153315.1	G5DEB4	G5DEB4_9CAUD	Uncharacterized protein	SPN3US_0021	Salmonella phage SPN3US	Caudovirales
YP_009293006.1	A0A1B2ICW2	A0A1B2ICW2_9CAUD	Uncharacterized protein	HUXLEY_38	Erwinia phage vB_EamM_Huxley	Caudovirales
YP_009283512.1	A0A1B2IG38	A0A1B2IG38_9CAUD	Uncharacterized protein	PHOBOS_23	Erwinia phage vB_EamM_Phobos	Caudovirales
YP_009278335.1	A0A1B2IC61	A0A1B2IC61_9CAUD	Uncharacterized protein	EARLPHILLIPIV_23	Erwinia phage vB_EamM_EarlPhillipIV	Caudovirales
YP_008125762.1	R4IFS1	R4IFS1_9CAUD	Uncharacterized protein	CR5_022	Cronobacter phage CR5	Caudovirales
YP_007237830.1	J7KKR5	J7KKR5_9CAUD	Uncharacterized protein		Erwinia phage phiEaH2	Caudovirales
YP_009290902.1	A0A1B2IAK0	A0A1B2IAK0_9CAUD	Uncharacterized protein	ASESINO_284	Erwinia phage vB_EamM_Asesino	Caudovirales
YP_009153557.1	G5DF06	G5DF06_9CAUD	Uncharacterized protein	SPN3US_0263	Salmonella phage SPN3US	Caudovirales
YP_009292973.1	A0A1B2IC60	A0A1B2IC60_9CAUD	Uncharacterized protein	CHRISDB_284	Erwinia phage vB_EamM_ChrisDB	Caudovirales
YP_009292346.1	A0A1B2IBC7	A0A1B2IBC7_9CAUD	Uncharacterized protein	CAITLIN_273	Erwinia phage vB_EamM_Caitlin	Caudovirales
YP_009293242.1	A0A1B2IDJ7	A0A1B2IDJ7_9CAUD	Uncharacterized protein	HUXLEY_274	Erwinia phage vB_EamM_Huxley	Caudovirales
YP_009278892.1	A0A1B2IEG8	A0A1B2IEG8_9CAUD	Uncharacterized protein	KWAN_287	Erwinia phage vB_EamM_Kwan	Caudovirales
YP_009278550.1	A0A1B2ICT3	A0A1B2ICT3_9CAUD	Uncharacterized protein	EARLPHILLIPIV_238	Erwinia phage vB_EamM_EarlPhillipIV	Caudovirales
YP_008125970.1	R4IG28	R4IG28_9CAUD	Uncharacterized protein	CR5_230	Cronobacter phage CR5	Caudovirales
YP_007237825.1	J7KKR0	J7KKR0_9CAUD	Uncharacterized protein		Erwinia phage phiEaH2	Caudovirales
YP_009290896.1	A0A1B2IAL2	A0A1B2IAL2_9CAUD	Uncharacterized protein	ASESINO_278	Erwinia phage vB_EamM_Asesino	Caudovirales
YP_009293236.1	A0A1B2IDJ9	A0A1B2IDJ9_9CAUD	Uncharacterized protein	HUXLEY_268	Erwinia phage vB_EamM_Huxley	Caudovirales
YP_009292967.1	A0A1B2IC38	A0A1B2IC38_9CAUD	Uncharacterized protein	CHRISDB_278	Erwinia phage vB_EamM_ChrisDB	Caudovirales
YP_009292340.1	A0A1B2IBF2	A0A1B2IBF2_9CAUD	Uncharacterized protein	CAITLIN_267	Erwinia phage vB_EamM_Caitlin	Caudovirales
YP_009278886.1	A0A1B2IEF5	A0A1B2IEF5_9CAUD	Uncharacterized protein	KWAN_281	Erwinia phage vB_EamM_Kwan	Caudovirales
YP_008125961.1	R4IGZ8	R4IGZ8_9CAUD	Uncharacterized protein	CR5_221	Cronobacter phage CR5	Caudovirales
YP_009283725.1	A0A1B2IGN2	A0A1B2IGN2_9CAUD	Uncharacterized protein	PHOBOS_236	Erwinia phage vB_EamM_Phobos	Caudovirales
YP_009278542.1	A0A1B2ICT8	A0A1B2ICT8_9CAUD	Uncharacterized protein	EARLPHILLIPIV_230	Erwinia phage vB_EamM_EarlPhillipIV	Caudovirales
YP_007237816.1	J7KCE1	J7KCE1_9CAUD	Uncharacterized protein		Erwinia phage phiEaH2	Caudovirales
YP_009290886.1	A0A1B2IAK1	A0A1B2IAK1_9CAUD	Uncharacterized protein	ASESINO_268	Erwinia phage vB_EamM_Asesino	Caudovirales
YP_009153540.1	G5DEY9	G5DEY9_9CAUD	Uncharacterized protein	SPN3US_0246	Salmonella phage SPN3US	Caudovirales
YP_009278877.1	A0A1B2IEH6	A0A1B2IEH6_9CAUD	Uncharacterized protein	KWAN_272	Erwinia phage vB_EamM_Kwan	Caudovirales
YP_009290883.1	A0A1B2IAI3	A0A1B2IAI3_9CAUD	Uncharacterized protein	ASESINO_265	Erwinia phage vB_EamM_Asesino	Caudovirales
YP_007237813.1	J7KHK6	J7KHK6_9CAUD	Uncharacterized protein		Erwinia phage phiEaH2	Caudovirales
YP_009153537.1	G5DEY6	G5DEY6_9CAUD	Uncharacterized protein	SPN3US_0243	Salmonella phage SPN3US	Caudovirales
YP_009293223.1	A0A1B2IDH7	A0A1B2IDH7_9CAUD	Uncharacterized protein	HUXLEY_255	Erwinia phage vB_EamM_Huxley	Caudovirales
YP_009292955.1	A0A1B2IC44	A0A1B2IC44_9CAUD	Uncharacterized protein	CHRISDB_266	Erwinia phage vB_EamM_ChrisDB	Caudovirales
YP_009292328.1	A0A1B2IBA3	A0A1B2IBA3_9CAUD	Uncharacterized protein	CAITLIN_255	Erwinia phage vB_EamM_Caitlin	Caudovirales
YP_009278874.1	A0A1B2IEC4	A0A1B2IEC4_9CAUD	Uncharacterized protein	KWAN_269	Erwinia phage vB_EamM_Kwan	Caudovirales
YP_009283714.1	A0A1B2IGQ0	A0A1B2IGQ0_9CAUD	Uncharacterized protein	PHOBOS_225	Erwinia phage vB_EamM_Phobos	Caudovirales
YP_009278531.1	A0A1B2ICS5	A0A1B2ICS5_9CAUD	Uncharacterized protein	EARLPHILLIPIV_219	Erwinia phage vB_EamM_EarlPhillipIV	Caudovirales
YP_008125951.1	R4IGZ0	R4IGZ0_9CAUD	Uncharacterized protein	CR5_211	Cronobacter phage CR5	Caudovirales
YP_009290865.1	A0A1B2IAH8	A0A1B2IAH8_9CAUD	Uncharacterized protein	ASESINO_247	Erwinia phage vB_EamM_Asesino	Caudovirales
YP_007237796.1	J7KCC9	J7KCC9_9CAUD	Uncharacterized protein		Erwinia phage phiEaH2	Caudovirales
YP_009293206.1	A0A1B2IDG3	A0A1B2IDG3_9CAUD	Uncharacterized protein	HUXLEY_238	Erwinia phage vB_EamM_Huxley	Caudovirales
YP_009292312.1	A0A1B2IBD2	A0A1B2IBD2_9CAUD	Uncharacterized protein	CAITLIN_239	Erwinia phage vB_EamM_Caitlin	Caudovirales
YP_009292937.1	A0A1B2IC04	A0A1B2IC04_9CAUD	Uncharacterized protein	CHRISDB_248	Erwinia phage vB_EamM_ChrisDB	Caudovirales
YP_009278858.1	A0A1B2IEI3	A0A1B2IEI3_9CAUD	Uncharacterized protein	KWAN_253	Erwinia phage vB_EamM_Kwan	Caudovirales
YP_009283703.1	A0A1B2IGP5	A0A1B2IGP5_9CAUD	Uncharacterized protein	PHOBOS_214	Erwinia phage vB_EamM_Phobos	Caudovirales
YP_008125940.1	R4IG07	R4IG07_9CAUD	Uncharacterized protein	CR5_200	Cronobacter phage CR5	Caudovirales
YP_009290863.1	A0A1B2IAF9	A0A1B2IAF9_9CAUD	Uncharacterized protein	ASESINO_245	Erwinia phage vB_EamM_Asesino	Caudovirales
YP_007237794.1	J7KE35	J7KE35_9CAUD	Uncharacterized protein		Erwinia phage phiEaH2	Caudovirales
YP_009293204.1	A0A1B2IDI8	A0A1B2IDI8_9CAUD	Uncharacterized protein	HUXLEY_236	Erwinia phage vB_EamM_Huxley	Caudovirales
YP_009292310.1	A0A1B2IBC4	A0A1B2IBC4_9CAUD	Uncharacterized protein	CAITLIN_237	Erwinia phage vB_EamM_Caitlin	Caudovirales
YP_009292935.1	A0A1B2IC27	A0A1B2IC27_9CAUD	Uncharacterized protein	CHRISDB_246	Erwinia phage vB_EamM_ChrisDB	Caudovirales
YP_009278856.1	A0A1B2IEC7	A0A1B2IEC7_9CAUD	Uncharacterized protein	KWAN_251	Erwinia phage vB_EamM_Kwan	Caudovirales
YP_009290862.1	A0A1B2IAG3	A0A1B2IAG3_9CAUD	Uncharacterized protein	ASESINO_244	Erwinia phage vB_EamM_Asesino	Caudovirales
YP_007237793.1	J7KHJ4	J7KHJ4_9CAUD	Uncharacterized protein		Erwinia phage phiEaH2	Caudovirales
YP_009290854.1	A0A1B2IAE8	A0A1B2IAE8_9CAUD	Uncharacterized protein	ASESINO_236	Erwinia phage vB_EamM_Asesino	Caudovirales
YP_007237787.1	J7KJJ3	J7KJJ3_9CAUD	Uncharacterized protein		Erwinia phage phiEaH2	Caudovirales
YP_009278848.1	A0A1B2IEH3	A0A1B2IEH3_9CAUD	Uncharacterized protein	KWAN_243	Erwinia phage vB_EamM_Kwan	Caudovirales
YP_009293195.1	A0A1B2IDH8	A0A1B2IDH8_9CAUD	Uncharacterized protein	HUXLEY_227	Erwinia phage vB_EamM_Huxley	Caudovirales
YP_009292926.1	A0A1B2IBY7	A0A1B2IBY7_9CAUD	Uncharacterized protein	CHRISDB_237	Erwinia phage vB_EamM_ChrisDB	Caudovirales
YP_009292300.1	A0A1B2IBB0	A0A1B2IBB0_9CAUD	Uncharacterized protein	CAITLIN_227	Erwinia phage vB_EamM_Caitlin	Caudovirales
YP_008125930.1	R4IFZ1	R4IFZ1_9CAUD	Uncharacterized protein	CR5_190	Cronobacter phage CR5	Caudovirales
YP_009283693.1	A0A1B2IGN1	A0A1B2IGN1_9CAUD	Uncharacterized protein	PHOBOS_204	Erwinia phage vB_EamM_Phobos	Caudovirales
YP_009278510.1	A0A1B2ICP9	A0A1B2ICP9_9CAUD	Uncharacterized protein	EARLPHILLIPIV_198	Erwinia phage vB_EamM_EarlPhillipIV	Caudovirales
YP_009153500.1	G5DEU9	G5DEU9_9CAUD	Putative endodeoxyribonuclease	SPN3US_0206	Salmonella phage SPN3US	Caudovirales
YP_009290843.1	A0A1B2IAE0	A0A1B2IAE0_9CAUD	Putative endodeoxyribonuclease	ASESINO_225	Erwinia phage vB_EamM_Asesino	Caudovirales
YP_007237777.1	J7KJI7	J7KJI7_9CAUD	Putative endodeoxyribonuclease		Erwinia phage phiEaH2	Caudovirales
YP_009278836.1	A0A1B2IEA5	A0A1B2IEA5_9CAUD	Putative endodeoxyribonuclease	KWAN_231	Erwinia phage vB_EamM_Kwan	Caudovirales
YP_009292916.1	A0A1B2IBX4	A0A1B2IBX4_9CAUD	Putative endodeoxyribonuclease	CHRISDB_227	Erwinia phage vB_EamM_ChrisDB	Caudovirales
YP_009293185.1	A0A1B2IDG9	A0A1B2IDG9_9CAUD	Putative endodeoxyribonuclease	HUXLEY_217	Erwinia phage vB_EamM_Huxley	Caudovirales
YP_009292290.1	A0A1B2IBA4	A0A1B2IBA4_9CAUD	Putative endodeoxyribonuclease	CAITLIN_217	Erwinia phage vB_EamM_Caitlin	Caudovirales
YP_009283688.1	A0A1B2IGJ9	A0A1B2IGJ9_9CAUD	Putative endodeoxyribonuclease	PHOBOS_199	Erwinia phage vB_EamM_Phobos	Caudovirales
YP_008125925.1	R4IFY4	R4IFY4_9CAUD	Putative endodeoxyribonuclease	CR5_185	Cronobacter phage CR5	Caudovirales
YP_009278504.1	A0A1B2ICR0	A0A1B2ICR0_9CAUD	Putative endodeoxyribonuclease	EARLPHILLIPIV_192	Erwinia phage vB_EamM_EarlPhillipIV	Caudovirales
YP_009292909.1	A0A1B2IC19	A0A1B2IC19_9CAUD	Uncharacterized protein	CHRISDB_220	Erwinia phage vB_EamM_ChrisDB	Caudovirales
YP_009292282.1	A0A1B2IBA8	A0A1B2IBA8_9CAUD	Uncharacterized protein	CAITLIN_209	Erwinia phage vB_EamM_Caitlin	Caudovirales
YP_009153493.1	G5DEU2	G5DEU2_9CAUD	Uncharacterized protein	SPN3US_0199	Salmonella phage SPN3US	Caudovirales
YP_009278829.1	A0A1B2IE66	A0A1B2IE66_9CAUD	Uncharacterized protein	KWAN_224	Erwinia phage vB_EamM_Kwan	Caudovirales
YP_009290837.1	A0A1B2IAF7	A0A1B2IAF7_9CAUD	Uncharacterized protein	ASESINO_219	Erwinia phage vB_EamM_Asesino	Caudovirales
YP_007237771.1	J7KCB3	J7KCB3_9CAUD	Uncharacterized protein		Erwinia phage phiEaH2	Caudovirales
YP_009292908.1	A0A1B2IC00	A0A1B2IC00_9CAUD	Putative endolysin	CHRISDB_219	Erwinia phage vB_EamM_ChrisDB	Caudovirales
YP_009292281.1	A0A1B2IB44	A0A1B2IB44_9CAUD	Putative endolysin	CAITLIN_208	Erwinia phage vB_EamM_Caitlin	Caudovirales
WP_000848830.1	C8TX14	C8TX14_ECO10	Uncharacterized protein	ECO103_3758	Escherichia coli O103:H2 (strain 12009 / EHEC)	Enterobacterales
WP_000848829.1	A0A023Z365	A0A023Z365_ECOLX	Uncharacterized protein	ECRM12581_19600	Escherichia coli O145:H28 str. RM12581	Enterobacterales
WP_000848829.1	A0A025CU22	A0A025CU22_ECOLX	Uncharacterized protein	BX51_24730	Escherichia coli O145:NM str. 2010C-3526	Enterobacterales
WP_000848829.1	A0A0E2U153	A0A0E2U153_ECOLX	Uncharacterized protein	BX52_19390	Escherichia coli O121:H19 str. 2010C-3609	Enterobacterales
WP_000848829.1	A0A0H0H6U4	A0A0H0H6U4_ECOLX	Uncharacterized protein	APZ14_29320 BvCmsHHP056_04143 BvCmsKSP008_03640 C9E25_30055 EFV08_13240	Escherichia coli	Enterobacterales
WP_000846716.1	A0A0A8KDP6	A0A0A8KDP6_ECOLX	Uncharacterized protein	A9819_04580 CRM83_09255 EEP23_24835	Escherichia coli	Enterobacterales
WP_000846716.1	A0A0E0Y2C2	A0A0E0Y2C2_ECO1C	Uncharacterized protein	O3K_15445	Escherichia coli O104:H4 (strain 2011C-3493)	Enterobacterales
YP_009153464.1	G5DER3	G5DER3_9CAUD	Uncharacterized protein	SPN3US_0170	Salmonella phage SPN3US	Caudovirales
YP_009290808.1	A0A1B2IA99	A0A1B2IA99_9CAUD	Uncharacterized protein	ASESINO_190	Erwinia phage vB_EamM_Asesino	Caudovirales
YP_007237742.1	J7KJG1	J7KJG1_9CAUD	Uncharacterized protein		Erwinia phage phiEaH2	Caudovirales
YP_009292253.1	A0A1B2IB83	A0A1B2IB83_9CAUD	Uncharacterized protein	CAITLIN_180	Erwinia phage vB_EamM_Caitlin	Caudovirales
YP_009292881.1	A0A1B2IC17	A0A1B2IC17_9CAUD	Putative virion structural protein	CHRISDB_192	Erwinia phage vB_EamM_ChrisDB	Caudovirales
YP_009293149.1	A0A1B2IDB7	A0A1B2IDB7_9CAUD	Putative virion structural protein	HUXLEY_181	Erwinia phage vB_EamM_Huxley	Caudovirales
YP_009278793.1	A0A1B2IE41	A0A1B2IE41_9CAUD	Putative membrane protein	KWAN_188	Erwinia phage vB_EamM_Kwan	Caudovirales
YP_009278478.1	A0A1B2ICS9	A0A1B2ICS9_9CAUD	Uncharacterized protein	EARLPHILLIPIV_166	Erwinia phage vB_EamM_EarlPhillipIV	Caudovirales
YP_008125901.1	R4IGW0	R4IGW0_9CAUD	Uncharacterized protein	CR5_161	Cronobacter phage CR5	Caudovirales
YP_009283661.1	A0A1B2IGK5	A0A1B2IGK5_9CAUD	Putative virion structural protein	PHOBOS_172	Erwinia phage vB_EamM_Phobos	Caudovirales
YP_007237741.1	J7KC96	J7KC96_9CAUD	Uncharacterized protein		Erwinia phage phiEaH2	Caudovirales
YP_009290807.1	A0A1B2IAC4	A0A1B2IAC4_9CAUD	Uncharacterized protein	ASESINO_189	Erwinia phage vB_EamM_Asesino	Caudovirales
YP_009153463.1	G5DER2	G5DER2_9CAUD	Uncharacterized protein	SPN3US_0169	Salmonella phage SPN3US	Caudovirales
YP_009292252.1	A0A1B2IB80	A0A1B2IB80_9CAUD	Uncharacterized protein	CAITLIN_179	Erwinia phage vB_EamM_Caitlin	Caudovirales
YP_009292880.1	A0A1B2IBU4	A0A1B2IBU4_9CAUD	Putative virion structural protein	CHRISDB_191	Erwinia phage vB_EamM_ChrisDB	Caudovirales
YP_009293148.1	A0A1B2IDE6	A0A1B2IDE6_9CAUD	Putative virion structural protein	HUXLEY_180	Erwinia phage vB_EamM_Huxley	Caudovirales
YP_009278792.1	A0A1B2IE63	A0A1B2IE63_9CAUD	Putative tail fiber protein	KWAN_187	Erwinia phage vB_EamM_Kwan	Caudovirales
YP_009283660.1	A0A1B2IGF3	A0A1B2IGF3_9CAUD	Putative virion structural protein	PHOBOS_171	Erwinia phage vB_EamM_Phobos	Caudovirales
YP_009278477.1	A0A1B2ICS1	A0A1B2ICS1_9CAUD	Uncharacterized protein	EARLPHILLIPIV_165	Erwinia phage vB_EamM_EarlPhillipIV	Caudovirales
YP_008125900.1	R4IFW4	R4IFW4_9CAUD	Uncharacterized protein	CR5_160	Cronobacter phage CR5	Caudovirales
YP_007237735.1	J7KKI6	J7KKI6_9CAUD	Uncharacterized protein		Erwinia phage phiEaH2	Caudovirales
YP_009290800.1	A0A1B2IAE6	A0A1B2IAE6_9CAUD	Uncharacterized protein	ASESINO_182	Erwinia phage vB_EamM_Asesino	Caudovirales
YP_009292246.1	A0A1B2IB29	A0A1B2IB29_9CAUD	Uncharacterized protein	CAITLIN_173	Erwinia phage vB_EamM_Caitlin	Caudovirales
YP_009293142.1	A0A1B2IDA4	A0A1B2IDA4_9CAUD	Uncharacterized protein	HUXLEY_174	Erwinia phage vB_EamM_Huxley	Caudovirales
YP_009292874.1	A0A1B2IBU8	A0A1B2IBU8_9CAUD	Uncharacterized protein	CHRISDB_185	Erwinia phage vB_EamM_ChrisDB	Caudovirales
YP_009278471.1	A0A1B2ICL2	A0A1B2ICL2_9CAUD	Uncharacterized protein	EARLPHILLIPIV_159	Erwinia phage vB_EamM_EarlPhillipIV	Caudovirales
YP_009283654.1	A0A1B2IGJ1	A0A1B2IGJ1_9CAUD	Uncharacterized protein	PHOBOS_165	Erwinia phage vB_EamM_Phobos	Caudovirales
YP_009278786.1	A0A1B2IE50	A0A1B2IE50_9CAUD	Uncharacterized protein	KWAN_181	Erwinia phage vB_EamM_Kwan	Caudovirales
YP_008125895.1	R4IFW0	R4IFW0_9CAUD	Uncharacterized protein	CR5_155	Cronobacter phage CR5	Caudovirales
YP_007237731.1	J7KC91	J7KC91_9CAUD	Uncharacterized protein		Erwinia phage phiEaH2	Caudovirales
YP_009290796.1	A0A1B2IAC0	A0A1B2IAC0_9CAUD	Uncharacterized protein	ASESINO_178	Erwinia phage vB_EamM_Asesino	Caudovirales
YP_009292242.1	A0A1B2IB71	A0A1B2IB71_9CAUD	DUF4376 domain-containing protein	CAITLIN_169	Erwinia phage vB_EamM_Caitlin	Caudovirales
WP_058353860.1	A0A0V8QBH3	A0A0V8QBH3_9FIRM	Uncharacterized protein	ASU35_14940	Acetivibrio ethanolgignens	Clostridiales
WP_058353858.1	A0A0V8QBG8	A0A0V8QBG8_9FIRM	Uncharacterized protein	ASU35_14930	Acetivibrio ethanolgignens	Clostridiales
WP_010076803.1	D9SP06	D9SP06_CLOC7	Uncharacterized protein	Clocel_2231	Clostridium cellulovorans (strain ATCC 35296 / DSM 3052 / OCM 3 / 743B)	Clostridiales
WP_012289849.1	B0S495	B0S495_FINM2	Uncharacterized protein	FMG_P0037	Finegoldia magna (strain ATCC 29328) (Peptostreptococcus magnus)	Tissierellales
WP_012289845.1	B0S491	B0S491_FINM2	Uncharacterized protein	FMG_P0033	Finegoldia magna (strain ATCC 29328) (Peptostreptococcus magnus)	Tissierellales
WP_006439497.1	B6FXG9	B6FXG9_9FIRM	Uncharacterized protein	CLOHIR_00568	[Clostridium] hiranonis DSM 13275	Clostridiales
WP_012289854.1	B0S4A0	B0S4A0_FINM2	Uncharacterized protein	FMG_P0042	Finegoldia magna (strain ATCC 29328) (Peptostreptococcus magnus)	Tissierellales
WP_003004552.1	E3CF78	E3CF78_STRPA	LPXTG-motif cell wall anchor domain protein	HMPREF9626_1840	Streptococcus parasanguinis F0405	Lactobacillales
WP_006154485.1	F9PWK4	F9PWK4_9STRE	LPXTG-motif cell wall anchor domain protein	HMPREF9954_1233	Streptococcus infantis SK970	Lactobacillales
WP_003013737.1	F9M4I2	F9M4I2_STRPA	Glycosyl hydrolase family 16	HMPREF9962_0097	Streptococcus parasanguinis SK236	Lactobacillales
WP_003013764.1	F9M4I5	F9M4I5_STRPA	Glycosyl hydrolase family 16	HMPREF9962_0100	Streptococcus parasanguinis SK236	Lactobacillales
WP_003004716.1	E3CF75	E3CF75_STRPA	LPXTG-motif cell wall anchor domain protein	HMPREF9626_1837	Streptococcus parasanguinis F0405	Lactobacillales
WP_045919869.1	A0A126SVM6	A0A126SVM6_9BIFI	Transposase	Bang102_005655	Bifidobacterium angulatum	Bifidobacteriales
WP_007058283.1	A0A395XZ41	A0A395XZ41_BIFLN	Transposase	DWV59_11985	Bifidobacterium longum	Bifidobacteriales
WP_055063585.1	A0A174AWG0	A0A174AWG0_9BIFI	Transposase, IS605 OrfB family	ERS852455_01540	Bifidobacterium pseudocatenulatum	Bifidobacteriales
WP_022860327.1	A0A087B670	A0A087B670_9BIFI	Transposase, IS605 OrfB family	BMAGN_1428	Bifidobacterium magnum	Bifidobacteriales
WP_007239782.1	H5TQ13	H5TQ13_9ACTN	DNA repair protein RadA	radA GOOTI_170_00380	Gordonia otitidis NBRC 100426	Corynebacteriales
WP_005963402.1	N6X2H6	N6X2H6_9ACTO	DNA repair protein RadA	radA HMPREF9004_1233	Schaalia cardiffensis F0333	Actinomycetales
WP_034662201.1	A0A095YQB9	A0A095YQB9_9CORY	DNA repair protein RadA	radA HMPREF2129_01670	Corynebacterium tuscaniense DNF00037	Corynebacteriales
WP_064906420.1	A0A1A0I3D1	A0A1A0I3D1_9ACTN	DNA repair protein RadA	radA A5766_14545	Gordonia sp. 852002-51296_SCH5728562-b	Corynebacteriales
WP_056071738.1	A0A0Q6GL51	A0A0Q6GL51_9NOCA	DNA repair protein RadA	radA ASG56_07745	Rhodococcus sp. Leaf7	Corynebacteriales
WP_056071738.1	A0A0Q6JIE1	A0A0Q6JIE1_9NOCA	DNA repair protein RadA	radA ASG64_07745	Rhodococcus sp. Leaf247	Corynebacteriales
WP_053585865.1	A0A0M4GJX1	A0A0M4GJX1_9ACTO	DNA repair protein RadA	radA AM609_01580	Actinomyces sp. oral taxon 414	Actinomycetales
WP_042574196.1	A0A0D0KNG9	A0A0D0KNG9_9NOCA	DNA repair protein RadA	radA RU01_09025	Rhodococcus sp. MEB064	Corynebacteriales
WP_039855138.1	A0A1A0KSD1	A0A1A0KSD1_9ACTN	DNA repair protein RadA	radA A5777_22765	Gordonia sp. 852002-10350_SCH5691597	Corynebacteriales
WP_048342734.1	A0A0J6DLS9	A0A0J6DLS9_9CELL	DNA repair protein RadA (Fragment)	CWIS_07970	Cellulomonas sp. A375-1	Micrococcales
WP_014441655.1	I0H171	I0H171_ACTM4	DNA polymerase III subunit alpha (EC 2.7.7.7)	AMIS_15380	Actinoplanes missouriensis (strain ATCC 14538 / DSM 43046 / CBS 188.64 / JCM 3121 / NCIMB 12654 / NBRC 102363 / 431)	Micromonosporales
WP_014688746.1	G8SBA4	G8SBA4_ACTS5	DNA polymerase III subunit alpha (EC 2.7.7.7)	dnaE ACPL_1776	Actinoplanes sp. (strain ATCC 31044 / CBS 674.73 / SE50/110)	Micromonosporales
WP_071806146.1	A0A1K0GV36	A0A1K0GV36_9ACTN	DNA polymerase III subunit alpha (EC 2.7.7.7)	BG844_16105	Couchioplanes caeruleus subsp. caeruleus	Micromonosporales
WP_071806146.1	A0A3N1GG36	A0A3N1GG36_9ACTN	DNA polymerase III subunit alpha (EC 2.7.7.7)	EDD30_1975	Couchioplanes caeruleus	Micromonosporales
WP_007000346.1	K9F3J6	K9F3J6_9ACTO	DNA polymerase III subunit alpha (EC 2.7.7.7)	HMPREF9233_00128	Actinobaculum massiliense ACS-171-V-Col2	Actinomycetales
WP_047019583.1	A0A0F7NDR6	A0A0F7NDR6_9ACTN	DNA polymerase III subunit alpha (EC 2.7.7.7)	AA958_33675	Streptomyces sp. CNQ-509	Streptomycetales
WP_043523806.1	A0A0A6UQF3	A0A0A6UQF3_ACTUT	DNA polymerase III subunit alpha (EC 2.7.7.7)	MB27_09325	Actinoplanes utahensis	Micromonosporales
WP_013138348.1	D6Z7G5	D6Z7G5_SEGRD	DNA polymerase III subunit alpha (EC 2.7.7.7)	Srot_1432	Segniliparus rotundus (strain ATCC BAA-972 / CDC 1076 / CIP 108378 / DSM 44985 / JCM 13578)	Corynebacteriales
WP_007471208.1	E5XT65	E5XT65_9ACTN	DNA polymerase III subunit alpha (EC 2.7.7.7)	HMPREF9336_02687	Segniliparus rugosus ATCC BAA-974	Corynebacteriales
WP_068224314.1	A0A1A2IWE0	A0A1A2IWE0_9MYCO	DNA polymerase III subunit alpha (EC 2.7.7.7)	A5702_09100	Mycobacterium sp. E3339	Corynebacteriales
WP_068011007.1	A0A1A2LVR7	A0A1A2LVR7_9MYCO	DNA polymerase III subunit alpha (EC 2.7.7.7)	A5697_26615	Mycobacterium sp. E3251	Corynebacteriales
YP_008060288.1	R4TB75	R4TB75_9CAUD	DNA polymerase III subunit alpha	55 ZEMYLA_55	Streptomyces phage Zemlya	Caudovirales
WP_057866743.1	A0A1L7IC67	A0A1L7IC67_9LACO	ATP-dependent DNA helicase RecG (EC 3.6.4.12)	recG BI355_0858	Lactobacillus crustorum	Lactobacillales
WP_006605287.1	J1S3M7	J1S3M7_9ACTN	Transposase IS891/IS1136/IS1341 family protein	SU9_18795	Streptomyces auratus AGR0001	Streptomycetales
WP_056888175.1	A0A0Q9QK25	A0A0Q9QK25_9ACTN	Glycosyl transferase	ASG88_10905	Nocardioides sp. Soil777	Propionibacteriales
WP_012577016.1	A0A083XHP4	A0A083XHP4_BIFLI	Transposase	EK3BL_05790	Bifidobacterium longum subsp. infantis EK3	Bifidobacteriales
WP_012577016.1	B7GPJ4	B7GPJ4_BIFLS	Transposase, IS605 OrfB family	Blon_0616	Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 / JCM 1222 / NCTC 11817 / S12)	Bifidobacteriales
WP_013582676.1	A0A413AD18	A0A413AD18_BIFLN	Transposase	DWV93_09595	Bifidobacterium longum	Bifidobacteriales
WP_058060851.1	A0A0S2MIQ0	A0A0S2MIQ0_BIFLN	Transposase	BBL306_1016	Bifidobacterium longum subsp. longum	Bifidobacteriales
WP_007053750.1	C2GUY0	C2GUY0_BIFLN	Transposase, IS605 OrfB family	HMPREF0175_0828	Bifidobacterium longum subsp. longum ATCC 55813	Bifidobacteriales
WP_013140219.1	D6ZY26	D6ZY26_BIFLJ	Transposase, IS605 OrfB family	BLJ_0340	Bifidobacterium longum subsp. longum (strain JDM301)	Bifidobacteriales
WP_013140231.1	D6ZY42	D6ZY42_BIFLJ	Transposase, IS605 OrfB family	BLJ_0356	Bifidobacterium longum subsp. longum (strain JDM301)	Bifidobacteriales
WP_052789305.1	A0A0L7B0A8	A0A0L7B0A8_BIFBR	Transposase IS605	BBM1128_04685	Bifidobacterium breve MCC 1128	Bifidobacteriales
WP_060662415.1	A0A0M5L5V8	A0A0M5L5V8_BIFLN	IS1602, transposase	BBG7_0114	Bifidobacterium longum	Bifidobacteriales
